subject,movement,sample_id,detected,nme
76,left wink,76-left wink/key frames/76-left wink_221.jpg,True,0.06442878898357147
8,right eyebrow,8-right eyebrow/key frames/8-right eyebrow_86.jpg,True,0.06203105524253498
24,left snarl,24-left snarl/key frames/24-left snarl_1.jpg,True,0.06414851608493619
94,snarl,94-snarl/key frames/94-snarl_23.jpg,True,0.06614288032474347
78,left smile,78-left smile/key frames/78-left smile_1.jpg,True,0.06103382764812812
71,funny,71-funny/key frames/71-funny_516.jpg,True,0.06937002065464477
81,gentle eyes closure,81-gentle eyes closure/key frames/81-gentle eyes closure_22.jpg,True,0.06607837287893825
67,tight eyes closure,67-tight eyes closure/key frames/67-tight eyes closure_75.jpg,True,0.0649747782553253
30,brow raise,30-brow raise/key frames/30-brow raise_1.jpg,True,0.0671737302021359
41,close smile,41-close smile/key frames/41-close smile_45.jpg,True,0.06073701441957297
36,right eyebrow,36/36-right eyebrow_key frames/36-right eyebrow_206.jpg,True,0.0626954084043505
64,left snarl,64-left snarl/key frames/64-left snarl_1.jpg,True,0.06975762897476247
12,left wink,12-left wink/key frames/12-left wink_1.jpg,True,0.0631515195167868
23,right smile,23-right smile/key frames/23-right smile_55.jpg,True,0.06411841832716653
1,right smile,1-right smile/key frames/1-right smile_13.jpg,True,0.06636783195613877
37,frown,37-frown/key frames/37-frown_1.jpg,True,0.06416854198890079
17,right wink,17-right wink/key frames/17-right wink_60.jpg,True,0.06061829501443656
22,gentle eyes closure,22-gentle eyes closure/key frames/22-gentle eyes closure_46.jpg,True,0.055630003367628404
79,brow raise,79-brow raise/key frames/79-brow raise_55.jpg,True,0.06569192013329685
85,open smile,85-open smile/key frames/85-open smile_348.jpg,True,0.06301273478308043
49,funny,49-funny/key frames/49-funny_1337.jpg,True,0.0575779017551733
84,left smile,84-left smile/key frames/84-left smile_31.jpg,True,0.06037403658072458
73,tight eyes closure,73-tight eyes closure/key frames/73-tight eyes closure_88.jpg,True,0.06528628547222236
86,snarl,86-snarl/key frames/86-snarl_184.jpg,True,0.06909090353280582
16,snarl,16-snarl/key frames/16-snarl_1.jpg,True,0.06010982290889156
47,open smile,47-open smile/key frames/47-open smile_95.jpg,True,0.0637658201010397
99,left eyebrow,99-left eyebrow/key frames/99-left eyebrow_1.jpg,True,0.07037098628488907
57,right wink,57-right wink/key frames/57-right wink_43.jpg,True,0.06344486898797252
56,brow raise,56-brow raise/key frames/56-brow raise_1.jpg,True,0.04956076860844959
29,left smile,29-left smile/key frames/29-left smile_83.jpg,True,0.06615787202166394
96,right snarl,96-right snarl/key frames/96-right snarl_114.jpg,True,0.06420909077700199
10,right smile,10-right smile/key frames/10-right smile_1.jpg,True,0.06089784421320311
26,left eyebrow,26-left eyebrow/key frames/26-left eyebrow_1.jpg,True,0.06491937139764646
77,left wink,77-left wink/key frames/77-left wink_100.jpg,True,0.0688600702863105
72,funny,72-funny/key frames/72-funny_32.jpg,True,0.0651014977791173
88,right snarl,88-right snarl/key frames/88-right snarl_20.jpg,True,0.06952383925906495
95,tight eyes closure,95-tight eyes closure/key frames/95-tight eyes closure_1.jpg,True,0.06908343284285356
28,right wink,28-right wink/key frames/28-right wink_70.jpg,True,0.06895709600549822
51,gentle eyes closure,51-gentle eyes closure/key frames/51-gentle eyes closure_37.jpg,True,0.06222458719966594
58,left eyebrow,58-left eyebrow/key frames/58-left eyebrow_155.jpg,True,0.05953797157533441
31,right eyebrow,31-right eyebrow/key frames/31-right eyebrow_79.jpg,True,0.05850745998518539
87,left snarl,87-left snarl/key frames/87-left snarl_44.jpg,True,0.06897866713661269
46,frown,46-frown/key frames/46-frown_75.jpg,True,0.06449871024036148
3,left snarl,AFLFP/3/3-left snarl_254.jpg,True,0.0645017760948685
97,close smile,97-close smile/key frames/97-close smile_43.jpg,True,0.06417878539797375
68,funny,68-funny/key frames/68-funny_1458.jpg,True,0.05967238627386602
92,left smile,92-left smile/key frames/92-left smile_32.jpg,True,0.05910117060892163
20,snarl,20-snarl/key frames/20-snarl_107.jpg,True,0.060303074137021295
53,open smile,53/53-open smile_key frames/53-open smile_75.jpg,True,0.06416791718363543
21,brow raise,21-brow raise/key frames/21-brow raise_171.jpg,True,0.05771940484017062
63,right eyebrow,63-right eyebrow/key frames/63-right eyebrow_97.jpg,True,0.05904142178084878
98,tight eyes closure,98-tight eyes closure/key frames/98-tight eyes closure_89.jpg,True,0.06756631408532036
7,gentle eyes closure,7-gentle eyes closure/key frames/7-gentle eyes closure_412.jpg,True,0.06520398870483404
66,frown,66-frown/key frames/66-frown_100.jpg,True,0.06454501172101965
75,left wink,75-left wink/key frames/75-left wink_60.jpg,True,0.06489344814166748
15,close smile,15-close smile/key frames/15-close smile_165.jpg,True,0.06506560599980908
6,left smile,6-left smile/key frames/6-left smile_181.jpg,True,0.06247390633518258
82,right snarl,82-right snarl/key frames/82-right snarl_72.jpg,True,0.061032777727255544
22,left snarl,22-left snarl/key frames/22-left snarl_81.jpg,True,0.05483768678666447
85,right smile,85-right smile/key frames/85-right smile_278.jpg,True,0.05883729502909148
9,snarl,9-snarl/key frames/9-snarl_122.jpg,True,0.052453929767105244
17,right eyebrow,17-right eyebrow/key frames/17-right eyebrow_105.jpg,True,0.061933622818438415
14,close smile,14-close smile/key frames/14-close smile_118.jpg,True,0.06515621683309408
28,right snarl,28-right snarl/key frames/28-right snarl_115.jpg,True,0.06787156594638798
69,left wink,69-left wink/key frames/69-left wink_39.jpg,True,0.06801971956209381
91,open smile,91-open smile/key frames/91-open smile_61.jpg,True,0.06301481521673365
4,funny,4-funny/key frames/4-funny_50.jpg,True,0.06237153037120764
50,tight eyes closure,50-tight eues closure/key frames/50-tight eues closure_43.jpg,True,0.06786232753688383
15,left snarl,15-left snarl/key frames/15-left snarl_1.jpg,True,0.0649421237647772
77,gentle eyes closure,77-gentle eyes closure/key frames/77-gentle eyes closure_87.jpg,True,0.06506016509677442
81,brow raise,81-brow raise/key frames/81-brow raise_21.jpg,True,0.06742909906094245
19,right wink,19-right wink/key frames/19-right wink_1.jpg,True,0.058712014408694335
37,brow raise,37-brow raise/key frames/37-brow raise_1.jpg,True,0.06288681001278192
54,frown,54-frown/key frames/54-frown_291.jpg,True,0.060152491049179344
92,tight eyes closure,92-tight eyes closure/key frames/92-tight eyes closure_103.jpg,True,0.0641784656496703
6,open smile,6-open smile/key frames/6-open smile_50.jpg,True,0.06123013823161865
1,close smile,1-close smile/key frames/1-close smile_1.jpg,True,0.06534771296566359
41,frown,41-frown/key frames/41-frown_1.jpg,True,0.06265788799279717
65,left eyebrow,AFLFP/65/65-left eyebrow_30.jpg,True,0.05762254496161923
71,right wink,71-right wink/key frames/71-right wink_107.jpg,True,0.0733960761265091
12,snarl,12-snarl/key frames/12-snarl_108.jpg,True,0.06056876164831763
66,gentle eyes closure,66-gentle eyes closure/key frames/66-gentle eyes closure_140.jpg,True,0.06403180079379912
55,right smile,55-right smile/key frames/55-right smile_101.jpg,True,0.05980116458303954
11,left wink,11-left wink/key frames/11-left wink_196.jpg,True,0.06363373450123619
64,right eyebrow,64-right eyebrow/key frames/64-right eyebrow_1.jpg,True,0.06185881751612959
18,left smile,AFLFP/18/18-left smile_136.jpg,True,0.059102259239425005
87,left eyebrow,87-left eyebrow/key frames/87-left eyebrow_1.jpg,True,0.06761005918567396
86,frown,86-frown/key frames/86-frown_120.jpg,True,0.06458690916989984
67,right wink,67-right wink/key frames/67-right wink_1.jpg,True,0.060078841853716244
34,right smile,34-right smile/key frames/34-right smile_189.jpg,True,0.062069237063262755
48,gentle eyes closure,48-gentle eyes closure/key frames/48-gentle eyes closure_106.jpg,True,0.06192634964337156
100,close smile,100-close smile/key frames/100-close smile_115.jpg,True,0.07026532072979198
7,tight eyes closure,7-tight eyes closure/key frames/7-tight eyes closure_311.jpg,True,0.0651097967247345
56,left snarl,56-left snarl/key frames/56-left snarl_54.jpg,True,0.05578179157191043
51,right snarl,51-right snarl/key frames/51-right snarl_46.jpg,True,0.0625699642114314
82,left smile,82-left smile/key frames/82-left smile_13.jpg,True,0.06261521794219724
74,right snarl,74-right snarl/key frames/74-right snarl_57.jpg,True,0.06497634377989986
32,left eyebrow,32-left eyebrow/key frames/32-left eyebrow_65.jpg,True,0.06022757408772533
31,left wink,31-left wink/key frames/31-left wink_56.jpg,True,0.06838063825818388
73,right smile,73-right smile/key frames/73-right smile_114.jpg,True,0.06585762855827944
83,right eyebrow,83-right eyebrow/key frames/83-right eyebrow_85.jpg,True,0.06322850918648407
8,brow raise,8-brow raise/key frames/8-brow raise_134.jpg,True,0.06091612857769209
80,gentle eyes closure,80-gentle eyes closure/key frames/80-gentle eyes closure_23.jpg,True,0.060477649149490775
25,snarl,25/25-snarl_key frames/25-snarl_103.jpg,True,0.06296968259033772
75,right eyebrow,75-right eyebrow/key frames/75-right eyebrow_187.jpg,True,0.0621883543210846
63,right wink,63-right wink/key frames/63-right wink_52.jpg,True,0.06372971436675094
52,left wink,52-left wink/key frames/52-left wink_73.jpg,True,0.05974845089810731
99,brow raise,99-brow raise/key frames/99-brow raise_39.jpg,True,0.06378114748744805
53,left smile,53/53-left smile_key frames/53-left smile_72.jpg,True,0.06319105942276874
27,open smile,27-open smile/key frames/27-open smile_60.jpg,True,0.06510182366759472
10,tight eyes closure,10-tight eye closure/key frames/10-tight eye closure_226.jpg,True,0.07327354489631414
23,funny,23-funny/key frames/23-funny_27.jpg,True,0.06766310117512986
5,open smile,5-open smile/key frames/5-open smile_46.jpg,True,0.062262208839613774
88,left eyebrow,88-left eyebrow/key frames/88-left eyebrow_22.jpg,True,0.069892061904973
61,right snarl,61-right snarl/key frames/61-right snarl_48.jpg,True,0.06291505064503777
36,frown,36/36-frown_key frames/36-frown_73.jpg,True,0.06498661095691474
97,funny,97-funny/key frames/97-funny_162.jpg,True,0.07003712338033709
94,close smile,94-close smile/key frames/94-close smile_109.jpg,True,0.06427544625013941
98,left snarl,98-left snarl/key frames/98-left snarl_105.jpg,True,0.07114540034120509
35,gentle eyes closure,35-gentle eyes closure/key frames/35-gentle eyes closure_110.jpg,True,0.06307879823853166
20,left wink,20-left wink/key frames/20-left wink_62.jpg,True,0.06053548156573168
96,close smile,96-close smile/key frames/96-close smile_167.jpg,True,0.05856678795846318
70,brow raise,70-brow raise/key frames/70-brow raise_30.jpg,True,0.05762056956938
72,tight eyes closure,72-tight eyes closure/key frames/72-tight eyes closure_58.jpg,True,0.06314623802640801
49,left snarl,49-left snarl/key frames/49-left snarl_181.jpg,True,0.06780104946022793
78,right eyebrow,78-right eyebrow/key frames/78-right eyebrow_1.jpg,True,0.055527189351122504
29,snarl,29-snarl/key frames/29-snarl_6.jpg,True,0.06348894478846222
21,right smile,21-right smile/key frames/21-right smile_138.jpg,True,0.06300023640132023
95,left smile,95-left smile/key frames/95-left smile_1.jpg,True,0.07250850434348165
84,funny,84-funny/key frames/84-funny_90.jpg,True,0.06937360825203398
13,left eyebrow,13/13-left eyebrow_key frames/13-left eyebrow_98.jpg,True,0.0631033271227185
47,right smile,47-right smile/key frames/47-right smile_44.jpg,True,0.062496976622862244
68,frown,68-frown/key frames/68-frown_70.jpg,True,0.06345591102174841
33,right snarl,33-right snarl/key frames/33-right snarl_1.jpg,True,0.06478611586310226
59,right wink,59-right wink/key frames/59-right wink_60.jpg,True,0.060869394425901696
26,funny,26-funny/key frames/26-funny_1823.jpg,True,0.06848304291034749
3,snarl,AFLFP/3/3-snarl_296.jpg,True,0.060800945404805025
58,open smile,58-open smile/key frames/58-open smile_110.jpg,True,0.06406255829846767
